exp,target,seed,config,nmi,ari,seconds
tune,0.45_0.2,2,lr:0.01|do:0.0|h:128,0.6147,0.6725,3.96
tune,0.45_0.2,2,lr:0.01|do:0.5|h:64,0.6146,0.6766,3.26
tune,0.45_0.2,2,lr:0.01|do:0.5|h:128,0.6207,0.678,3.92
depth,0.45_0.2,3,d2,0.7665,0.8221,4.53
depth,0.45_0.2,3,d3,0.827,0.8735,6.07
mcdepth,0.45_0.2,3,mc_d2,0.7919,0.8441,6.65
tune,0.45_0.2,3,lr:0.001|do:0.0|h:64,0.7839,0.8389,3.22
tune,0.45_0.2,3,lr:0.001|do:0.0|h:128,0.7404,0.7984,3.85
tune,0.45_0.2,3,lr:0.01|do:0.0|h:64,0.8049,0.8539,3.08
tune,0.45_0.2,3,lr:0.001|do:0.5|h:128,0.719,0.7766,3.96
mcdepth,0.45_0.2,3,mc_d3,0.8417,0.8862,9.56
tune,0.45_0.2,3,lr:0.01|do:0.0|h:128,0.799,0.8514,3.82
tune,0.45_0.2,3,lr:0.01|do:0.5|h:64,0.7894,0.8416,3.16
tune,0.45_0.2,3,lr:0.01|do:0.5|h:128,0.8036,0.854,3.83
depth,0.45_0.2,4,d2,0.7068,0.762,4.69
depth,0.45_0.2,4,d3,0.777,0.8298,5.76
tune,0.45_0.2,4,lr:0.001|do:0.0|h:64,0.6816,0.7389,3.13
mcdepth,0.45_0.2,4,mc_d2,0.8073,0.8565,7.08
tune,0.45_0.2,4,lr:0.001|do:0.0|h:128,0.3944,0.3851,4.01
tune,0.45_0.2,4,lr:0.01|do:0.0|h:64,0.735,0.7911,3.17
tune,0.45_0.2,4,lr:0.001|do:0.5|h:128,0.6507,0.7072,3.92
mcdepth,0.45_0.2,4,mc_d3,0.8314,0.8788,9.37
tune,0.45_0.2,4,lr:0.01|do:0.0|h:128,0.3299,0.2967,3.99
tune,0.45_0.2,4,lr:0.01|do:0.5|h:64,0.7173,0.7748,3.32
tune,0.45_0.2,4,lr:0.01|do:0.5|h:128,0.7057,0.7633,3.94
depth,0.45_0.35,0,d2,0.8825,0.919,4.48
tune,0.45_0.35,0,lr:0.001|do:0.0|h:64,0.8853,0.9194,3.27
mcdepth,0.45_0.35,0,mc_d2,0.878,0.9121,6.81
depth,0.45_0.35,0,d3,0.9154,0.9425,6.04
tune,0.45_0.35,0,lr:0.001|do:0.0|h:128,0.841,0.884,3.89
tune,0.45_0.35,0,lr:0.01|do:0.0|h:64,0.8962,0.927,3.18
tune,0.45_0.35,0,lr:0.001|do:0.5|h:128,0.8495,0.8871,3.88
tune,0.45_0.35,0,lr:0.01|do:0.0|h:128,0.8831,0.9169,3.94
tune,0.45_0.35,0,lr:0.01|do:0.5|h:64,0.8669,0.9066,3.14
mcdepth,0.45_0.35,0,mc_d3,0.8965,0.9318,9.73
tune,0.45_0.35,0,lr:0.01|do:0.5|h:128,0.8826,0.917,3.92
depth,0.45_0.35,1,d2,0.8845,0.9214,4.56
depth,0.45_0.35,1,d3,0.9049,0.937,5.8
tune,0.45_0.35,1,lr:0.001|do:0.0|h:64,0.894,0.9291,3.2
mcdepth,0.45_0.35,1,mc_d2,0.8958,0.9318,7.1
tune,0.45_0.35,1,lr:0.001|do:0.0|h:128,0.8859,0.9214,3.87
tune,0.45_0.35,1,lr:0.01|do:0.0|h:64,0.8796,0.9188,3.21
tune,0.45_0.35,1,lr:0.001|do:0.5|h:128,0.8517,0.896,3.9
mcdepth,0.45_0.35,1,mc_d3,0.8845,0.924,9.75
tune,0.45_0.35,1,lr:0.01|do:0.5|h:64,0.8897,0.9266,3.18
tune,0.45_0.35,1,lr:0.01|do:0.0|h:128,0.8923,0.9265,3.99
tune,0.45_0.35,1,lr:0.01|do:0.5|h:128,0.8802,0.9189,3.93
depth,0.45_0.35,2,d2,0.8803,0.919,4.45
tune,0.45_0.35,2,lr:0.001|do:0.0|h:64,0.8457,0.8912,3.21
depth,0.45_0.35,2,d3,0.9131,0.9447,5.76
mcdepth,0.45_0.35,2,mc_d2,0.9028,0.9346,7.03
tune,0.45_0.35,2,lr:0.001|do:0.0|h:128,0.8679,0.9088,3.87
tune,0.45_0.35,2,lr:0.01|do:0.0|h:64,0.8967,0.9295,3.18
tune,0.45_0.35,2,lr:0.001|do:0.5|h:128,0.8304,0.8763,3.9
mcdepth,0.45_0.35,2,mc_d3,0.9075,0.9396,9.64
tune,0.45_0.35,2,lr:0.01|do:0.0|h:128,0.8882,0.9241,3.94
tune,0.45_0.35,2,lr:0.01|do:0.5|h:64,0.892,0.9268,3.18
tune,0.45_0.35,2,lr:0.01|do:0.5|h:128,0.8901,0.9267,3.88
depth,0.45_0.35,3,d2,0.9406,0.963,4.59
depth,0.45_0.35,3,d3,0.9466,0.9682,6.06
tune,0.45_0.35,3,lr:0.001|do:0.0|h:64,0.9162,0.9447,3.18
mcdepth,0.45_0.35,3,mc_d2,0.9466,0.9682,7.1
tune,0.45_0.35,3,lr:0.001|do:0.0|h:128,0.9225,0.9499,3.92
tune,0.45_0.35,3,lr:0.01|do:0.0|h:64,0.9359,0.9603,3.17
mcdepth,0.45_0.35,3,mc_d3,0.9349,0.9603,9.62
tune,0.45_0.35,3,lr:0.001|do:0.5|h:128,0.9262,0.9525,3.98
tune,0.45_0.35,3,lr:0.01|do:0.0|h:128,0.9349,0.9603,3.97
tune,0.45_0.35,3,lr:0.01|do:0.5|h:64,0.9349,0.9603,3.23
tune,0.45_0.35,3,lr:0.01|do:0.5|h:128,0.9443,0.9656,3.94
depth,0.45_0.35,4,d2,0.9088,0.9396,4.6
tune,0.45_0.35,4,lr:0.001|do:0.0|h:64,0.913,0.94,3.22
depth,0.45_0.35,4,d3,0.9108,0.9398,6.13
mcdepth,0.45_0.35,4,mc_d2,0.9068,0.9396,7.12
tune,0.45_0.35,4,lr:0.001|do:0.0|h:128,0.9073,0.9372,3.93
tune,0.45_0.35,4,lr:0.01|do:0.0|h:64,0.9113,0.9422,3.32
tune,0.45_0.35,4,lr:0.001|do:0.5|h:128,0.8804,0.9167,3.95
mcdepth,0.45_0.35,4,mc_d3,0.9039,0.937,9.37
tune,0.45_0.35,4,lr:0.01|do:0.0|h:128,0.9005,0.9344,3.99
tune,0.45_0.35,4,lr:0.01|do:0.5|h:64,0.9112,0.9421,3.21
tune,0.45_0.35,4,lr:0.01|do:0.5|h:128,0.9038,0.937,3.95
depth,0.45_0.5,0,d2,0.9541,0.9709,4.44
depth,0.45_0.5,0,d3,0.9442,0.9631,6.06
mcdepth,0.45_0.5,0,mc_d2,0.9416,0.9631,6.74
tune,0.45_0.5,0,lr:0.001|do:0.0|h:64,0.9594,0.9736,3.28
tune,0.45_0.5,0,lr:0.001|do:0.0|h:128,0.9504,0.9683,3.88
tune,0.45_0.5,0,lr:0.01|do:0.0|h:64,0.9671,0.9788,3.21
mcdepth,0.45_0.5,0,mc_d3,0.9467,0.9657,9.22
tune,0.45_0.5,0,lr:0.001|do:0.5|h:128,0.9598,0.9735,3.97
tune,0.45_0.5,0,lr:0.01|do:0.0|h:128,0.9641,0.9762,3.95
tune,0.45_0.5,0,lr:0.01|do:0.5|h:64,0.9463,0.9657,3.18
tune,0.45_0.5,0,lr:0.01|do:0.5|h:128,0.9612,0.9736,3.93
depth,0.45_0.5,1,d2,0.9513,0.9708,4.41
depth,0.45_0.5,1,d3,0.9319,0.9551,6.04
tune,0.45_0.5,1,lr:0.001|do:0.0|h:64,0.9658,0.9787,3.23
mcdepth,0.45_0.5,1,mc_d2,0.948,0.9682,7.12
tune,0.45_0.5,1,lr:0.001|do:0.0|h:128,0.9658,0.9787,3.85
tune,0.45_0.5,1,lr:0.01|do:0.0|h:64,0.9621,0.9761,3.2
mcdepth,0.45_0.5,1,mc_d3,0.9276,0.9526,9.56
tune,0.45_0.5,1,lr:0.001|do:0.5|h:128,0.9467,0.9656,4.0
tune,0.45_0.5,1,lr:0.01|do:0.0|h:128,0.9611,0.9761,4.0
tune,0.45_0.5,1,lr:0.01|do:0.5|h:64,0.9527,0.9709,3.13
tune,0.45_0.5,1,lr:0.01|do:0.5|h:128,0.9348,0.9579,4.03
depth,0.45_0.5,2,d2,0.949,0.9682,4.55
tune,0.45_0.5,2,lr:0.001|do:0.0|h:64,0.9517,0.9709,3.35
depth,0.45_0.5,2,d3,0.9658,0.9788,6.12
mcdepth,0.45_0.5,2,mc_d2,0.9459,0.9656,7.0
tune,0.45_0.5,2,lr:0.001|do:0.0|h:128,0.9363,0.9604,3.91
mcdepth,0.45_0.5,2,mc_d3,0.9671,0.9814,9.17
tune,0.45_0.5,2,lr:0.01|do:0.0|h:64,0.9517,0.9709,3.3
tune,0.45_0.5,2,lr:0.001|do:0.5|h:128,0.9447,0.9656,3.99
tune,0.45_0.5,2,lr:0.01|do:0.0|h:128,0.9447,0.9656,3.93
tune,0.45_0.5,2,lr:0.01|do:0.5|h:64,0.9527,0.9709,3.2
tune,0.45_0.5,2,lr:0.01|do:0.5|h:128,0.9513,0.9708,3.81
depth,0.45_0.5,3,d2,0.9671,0.9814,4.72
depth,0.45_0.5,3,d3,0.9527,0.9708,6.01
tune,0.45_0.5,3,lr:0.001|do:0.0|h:64,0.9812,0.9893,3.13
mcdepth,0.45_0.5,3,mc_d2,0.9812,0.9893,7.14
tune,0.45_0.5,3,lr:0.001|do:0.0|h:128,0.9812,0.9893,3.99
tune,0.45_0.5,3,lr:0.01|do:0.0|h:64,0.9812,0.9893,3.09
tune,0.45_0.5,3,lr:0.001|do:0.5|h:128,0.9812,0.9893,3.99
mcdepth,0.45_0.5,3,mc_d3,0.9587,0.9761,9.58
tune,0.45_0.5,3,lr:0.01|do:0.0|h:128,0.9765,0.9867,3.98
tune,0.45_0.5,3,lr:0.01|do:0.5|h:64,0.9681,0.9814,3.33
tune,0.45_0.5,3,lr:0.01|do:0.5|h:128,0.9812,0.9893,3.84
depth,0.45_0.5,4,d2,0.9634,0.9787,4.66
tune,0.45_0.5,4,lr:0.001|do:0.0|h:64,0.9728,0.984,3.13
depth,0.45_0.5,4,d3,0.934,0.9578,6.2
mcdepth,0.45_0.5,4,mc_d2,0.955,0.9735,7.03
tune,0.45_0.5,4,lr:0.001|do:0.0|h:128,0.9611,0.9762,3.99
tune,0.45_0.5,4,lr:0.001|do:0.5|h:128,0.955,0.9735,3.83
tune,0.45_0.5,4,lr:0.01|do:0.0|h:64,0.9728,0.9841,3.33
tune,0.45_0.5,4,lr:0.01|do:0.0|h:128,0.9728,0.984,3.9
mcdepth,0.45_0.5,4,mc_d3,0.9406,0.963,9.86
tune,0.45_0.5,4,lr:0.01|do:0.5|h:64,0.9564,0.9734,3.31
tune,0.45_0.5,4,lr:0.01|do:0.5|h:128,0.9543,0.9708,3.85
depth,0.45_0.65,0,d2,0.9691,0.9814,4.74
tune,0.45_0.65,0,lr:0.001|do:0.0|h:64,0.9822,0.9893,3.08
depth,0.45_0.65,0,d3,0.9631,0.9762,6.08
mcdepth,0.45_0.65,0,mc_d2,0.9765,0.9867,6.98
tune,0.45_0.65,0,lr:0.001|do:0.0|h:128,0.9822,0.9893,4.0
tune,0.45_0.65,0,lr:0.01|do:0.0|h:64,0.9822,0.9893,3.3
tune,0.45_0.65,0,lr:0.001|do:0.5|h:128,0.9822,0.9893,3.82
mcdepth,0.45_0.65,0,mc_d3,0.9611,0.9761,9.74
tune,0.45_0.65,0,lr:0.01|do:0.0|h:128,0.9785,0.9867,3.89
tune,0.45_0.65,0,lr:0.01|do:0.5|h:64,0.9785,0.9867,3.34
tune,0.45_0.65,0,lr:0.01|do:0.5|h:128,0.9705,0.9814,3.99
depth,0.45_0.65,1,d2,0.9607,0.9761,4.38
tune,0.45_0.65,1,lr:0.001|do:0.0|h:64,0.9859,0.992,3.33
depth,0.45_0.65,1,d3,0.9319,0.9551,5.92
mcdepth,0.45_0.65,1,mc_d2,0.9681,0.9814,7.03
tune,0.45_0.65,1,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.82
tune,0.45_0.65,1,lr:0.01|do:0.0|h:64,0.9775,0.9867,3.21
tune,0.45_0.65,1,lr:0.001|do:0.5|h:128,0.9869,0.992,4.0
tune,0.45_0.65,1,lr:0.01|do:0.5|h:64,0.9775,0.9867,3.11
mcdepth,0.45_0.65,1,mc_d3,0.9527,0.9709,9.83
tune,0.45_0.65,1,lr:0.01|do:0.0|h:128,0.9691,0.9814,3.92
tune,0.45_0.65,1,lr:0.01|do:0.5|h:128,0.9765,0.9867,3.94
depth,0.45_0.65,2,d2,0.9775,0.9867,4.74
tune,0.45_0.65,2,lr:0.001|do:0.0|h:64,0.9859,0.992,3.24
depth,0.45_0.65,2,d3,0.9704,0.9814,6.15
mcdepth,0.45_0.65,2,mc_d2,0.9812,0.9893,6.64
tune,0.45_0.65,2,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.98
tune,0.45_0.65,2,lr:0.01|do:0.0|h:64,0.9859,0.992,3.33
tune,0.45_0.65,2,lr:0.001|do:0.5|h:128,0.9906,0.9947,3.95
mcdepth,0.45_0.65,2,mc_d3,0.9812,0.9893,9.57
tune,0.45_0.65,2,lr:0.01|do:0.0|h:128,0.9859,0.992,3.74
tune,0.45_0.65,2,lr:0.01|do:0.5|h:64,0.9775,0.9867,3.3
tune,0.45_0.65,2,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.99
depth,0.45_0.65,3,d2,0.9812,0.9893,4.58
depth,0.45_0.65,3,d3,0.961,0.9761,5.72
tune,0.45_0.65,3,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.33
mcdepth,0.45_0.65,3,mc_d2,0.9812,0.9893,7.04
tune,0.45_0.65,3,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.88
tune,0.45_0.65,3,lr:0.001|do:0.5|h:128,0.9859,0.992,3.84
tune,0.45_0.65,3,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.33
tune,0.45_0.65,3,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.92
mcdepth,0.45_0.65,3,mc_d3,0.9718,0.984,9.79
tune,0.45_0.65,3,lr:0.01|do:0.5|h:64,0.9775,0.9867,3.23
tune,0.45_0.65,3,lr:0.01|do:0.5|h:128,0.9906,0.9947,3.8
depth,0.45_0.65,4,d2,0.9597,0.9761,4.76
tune,0.45_0.65,4,lr:0.001|do:0.0|h:64,0.9859,0.992,3.13
depth,0.45_0.65,4,d3,0.9443,0.9656,6.12
mcdepth,0.45_0.65,4,mc_d2,0.9718,0.984,7.06
tune,0.45_0.65,4,lr:0.001|do:0.0|h:128,0.9859,0.992,4.04
tune,0.45_0.65,4,lr:0.001|do:0.5|h:128,0.9859,0.992,3.97
tune,0.45_0.65,4,lr:0.01|do:0.0|h:64,0.9812,0.9893,3.33
mcdepth,0.45_0.65,4,mc_d3,0.9447,0.9656,9.66
tune,0.45_0.65,4,lr:0.01|do:0.0|h:128,0.9812,0.9893,4.01
tune,0.45_0.65,4,lr:0.01|do:0.5|h:64,0.9812,0.9894,3.34
tune,0.45_0.65,4,lr:0.01|do:0.5|h:128,0.9765,0.9867,3.91
depth,0.45_0.8,0,d2,0.9695,0.9814,4.71
tune,0.45_0.8,0,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.14
depth,0.45_0.8,0,d3,0.9621,0.9762,6.01
mcdepth,0.45_0.8,0,mc_d2,1.0,1.0,6.95
tune,0.45_0.8,0,lr:0.001|do:0.0|h:128,0.9953,0.9973,4.0
tune,0.45_0.8,0,lr:0.01|do:0.0|h:64,0.9953,0.9973,3.21
tune,0.45_0.8,0,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.87
mcdepth,0.45_0.8,0,mc_d3,0.9691,0.9814,9.75
tune,0.45_0.8,0,lr:0.01|do:0.0|h:128,1.0,1.0,3.93
tune,0.45_0.8,0,lr:0.01|do:0.5|h:64,0.9906,0.9947,3.29
tune,0.45_0.8,0,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.97
depth,0.45_0.8,1,d2,0.9607,0.9761,4.46
depth,0.45_0.8,1,d3,0.958,0.9735,5.86
tune,0.45_0.8,1,lr:0.001|do:0.0|h:64,0.9859,0.992,3.26
mcdepth,0.45_0.8,1,mc_d2,0.9775,0.9867,7.1
tune,0.45_0.8,1,lr:0.001|do:0.0|h:128,0.9906,0.9947,3.9
tune,0.45_0.8,1,lr:0.01|do:0.0|h:64,0.9859,0.992,3.26
tune,0.45_0.8,1,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.93
mcdepth,0.45_0.8,1,mc_d3,0.9597,0.9761,9.76
tune,0.45_0.8,1,lr:0.01|do:0.5|h:64,0.9681,0.9814,3.17
tune,0.45_0.8,1,lr:0.01|do:0.0|h:128,0.9822,0.9893,4.0
tune,0.45_0.8,1,lr:0.01|do:0.5|h:128,0.9906,0.9947,4.01
depth,0.45_0.8,2,d2,0.9859,0.992,4.56
depth,0.45_0.8,2,d3,0.9705,0.9814,5.79
tune,0.45_0.8,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.27
mcdepth,0.45_0.8,2,mc_d2,1.0,1.0,7.05
tune,0.45_0.8,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.91
tune,0.45_0.8,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.27
tune,0.45_0.8,2,lr:0.001|do:0.5|h:128,0.9953,0.9973,3.88
mcdepth,0.45_0.8,2,mc_d3,0.9953,0.9973,9.68
tune,0.45_0.8,2,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.97
tune,0.45_0.8,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.23
tune,0.45_0.8,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.98
depth,0.45_0.8,3,d2,0.9859,0.992,4.48
tune,0.45_0.8,3,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.29
depth,0.45_0.8,3,d3,0.9644,0.9787,6.2
mcdepth,0.45_0.8,3,mc_d2,0.9906,0.9947,7.15
tune,0.45_0.8,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.9
tune,0.45_0.8,3,lr:0.01|do:0.0|h:64,0.9953,0.9973,3.33
mcdepth,0.45_0.8,3,mc_d3,0.9765,0.9867,9.62
tune,0.45_0.8,3,lr:0.001|do:0.5|h:128,1.0,1.0,4.0
tune,0.45_0.8,3,lr:0.01|do:0.0|h:128,1.0,1.0,4.02
tune,0.45_0.8,3,lr:0.01|do:0.5|h:64,0.9859,0.992,3.23
tune,0.45_0.8,3,lr:0.01|do:0.5|h:128,0.9953,0.9973,4.01
depth,0.45_0.8,4,d2,0.9691,0.9813,4.6
depth,0.45_0.8,4,d3,0.9449,0.9656,6.15
tune,0.45_0.8,4,lr:0.001|do:0.0|h:64,0.9859,0.992,3.32
mcdepth,0.45_0.8,4,mc_d2,0.9859,0.992,7.04
tune,0.45_0.8,4,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.95
tune,0.45_0.8,4,lr:0.01|do:0.0|h:64,0.9859,0.992,3.31
mcdepth,0.45_0.8,4,mc_d3,0.9597,0.9761,9.61
tune,0.45_0.8,4,lr:0.001|do:0.5|h:128,0.9953,0.9973,4.04
tune,0.45_0.8,4,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.98
tune,0.45_0.8,4,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.23
tune,0.45_0.8,4,lr:0.01|do:0.5|h:128,0.9906,0.9947,4.06
depth,0.45_1.0,0,d2,0.9785,0.9867,4.6
depth,0.45_1.0,0,d3,0.9748,0.9841,5.99
tune,0.45_1.0,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.36
mcdepth,0.45_1.0,0,mc_d2,1.0,1.0,7.13
tune,0.45_1.0,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.95
tune,0.45_1.0,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.31
tune,0.45_1.0,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.99
mcdepth,0.45_1.0,0,mc_d3,0.9765,0.9867,9.56
tune,0.45_1.0,0,lr:0.01|do:0.0|h:128,1.0,1.0,4.03
tune,0.45_1.0,0,lr:0.01|do:0.5|h:64,0.9869,0.992,3.23
tune,0.45_1.0,0,lr:0.01|do:0.5|h:128,0.9916,0.9947,4.0
depth,0.45_1.0,1,d2,0.9644,0.9787,4.6
depth,0.45_1.0,1,d3,0.958,0.9735,6.23
mcdepth,0.45_1.0,1,mc_d2,0.9906,0.9947,6.98
tune,0.45_1.0,1,lr:0.001|do:0.0|h:64,0.9906,0.9947,3.35
tune,0.45_1.0,1,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.97
tune,0.45_1.0,1,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.22
mcdepth,0.45_1.0,1,mc_d3,0.9728,0.984,9.71
tune,0.45_1.0,1,lr:0.001|do:0.5|h:128,0.9953,0.9973,4.0
tune,0.45_1.0,1,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.95
tune,0.45_1.0,1,lr:0.01|do:0.5|h:64,0.9906,0.9947,3.23
tune,0.45_1.0,1,lr:0.01|do:0.5|h:128,0.9953,0.9973,3.97
depth,0.45_1.0,2,d2,0.9836,0.9894,4.54
depth,0.45_1.0,2,d3,0.9785,0.9867,6.06
tune,0.45_1.0,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.23
mcdepth,0.45_1.0,2,mc_d2,1.0,1.0,7.09
tune,0.45_1.0,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.88
tune,0.45_1.0,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.23
mcdepth,0.45_1.0,2,mc_d3,1.0,1.0,9.59
tune,0.45_1.0,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.93
tune,0.45_1.0,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.99
tune,0.45_1.0,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.17
tune,0.45_1.0,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.91
depth,0.45_1.0,3,d2,0.9859,0.992,4.61
tune,0.45_1.0,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.29
depth,0.45_1.0,3,d3,0.9644,0.9787,6.22
mcdepth,0.45_1.0,3,mc_d2,1.0,1.0,7.05
tune,0.45_1.0,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.95
tune,0.45_1.0,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.33
tune,0.45_1.0,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.9
mcdepth,0.45_1.0,3,mc_d3,0.9691,0.9814,9.7
tune,0.45_1.0,3,lr:0.01|do:0.0|h:128,1.0,1.0,3.94
tune,0.45_1.0,3,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.23
tune,0.45_1.0,3,lr:0.01|do:0.5|h:128,1.0,1.0,4.05
depth,0.45_1.0,4,d2,0.9812,0.9893,4.58
depth,0.45_1.0,4,d3,0.941,0.963,6.02
tune,0.45_1.0,4,lr:0.001|do:0.0|h:64,0.9953,0.9973,3.31
mcdepth,0.45_1.0,4,mc_d2,0.9906,0.9947,7.06
tune,0.45_1.0,4,lr:0.001|do:0.0|h:128,0.9953,0.9973,3.93
tune,0.45_1.0,4,lr:0.01|do:0.0|h:64,0.9906,0.9947,3.35
tune,0.45_1.0,4,lr:0.001|do:0.5|h:128,1.0,1.0,4.04
mcdepth,0.45_1.0,4,mc_d3,0.9718,0.984,9.72
tune,0.45_1.0,4,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.92
tune,0.45_1.0,4,lr:0.01|do:0.5|h:64,0.9906,0.9947,3.28
tune,0.45_1.0,4,lr:0.01|do:0.5|h:128,0.9906,0.9947,4.04
depth,0.45_1.5,0,d2,0.9785,0.9867,4.63
depth,0.45_1.5,0,d3,0.9785,0.9867,5.94
tune,0.45_1.5,0,lr:0.001|do:0.0|h:64,1.0,1.0,3.37
mcdepth,0.45_1.5,0,mc_d2,1.0,1.0,7.05
tune,0.45_1.5,0,lr:0.001|do:0.0|h:128,1.0,1.0,3.98
tune,0.45_1.5,0,lr:0.001|do:0.5|h:128,1.0,1.0,3.93
tune,0.45_1.5,0,lr:0.01|do:0.0|h:64,1.0,1.0,3.37
mcdepth,0.45_1.5,0,mc_d3,0.9765,0.9867,9.62
tune,0.45_1.5,0,lr:0.01|do:0.0|h:128,0.9953,0.9973,3.97
tune,0.45_1.5,0,lr:0.01|do:0.5|h:64,0.9916,0.9947,3.28
tune,0.45_1.5,0,lr:0.01|do:0.5|h:128,0.9953,0.9973,4.02
depth,0.45_1.5,1,d2,0.9674,0.9788,4.82
depth,0.45_1.5,1,d3,0.9758,0.984,6.01
mcdepth,0.45_1.5,1,mc_d2,0.9906,0.9947,6.99
tune,0.45_1.5,1,lr:0.001|do:0.0|h:64,1.0,1.0,3.18
tune,0.45_1.5,1,lr:0.001|do:0.0|h:128,1.0,1.0,3.83
tune,0.45_1.5,1,lr:0.01|do:0.0|h:64,1.0,1.0,2.9
tune,0.45_1.5,1,lr:0.001|do:0.5|h:128,1.0,1.0,3.64
mcdepth,0.45_1.5,1,mc_d3,0.9775,0.9867,9.37
tune,0.45_1.5,1,lr:0.01|do:0.0|h:128,1.0,1.0,3.55
tune,0.45_1.5,1,lr:0.01|do:0.5|h:64,0.9641,0.9761,3.04
tune,0.45_1.5,1,lr:0.01|do:0.5|h:128,0.9869,0.992,3.68
depth,0.45_1.5,2,d2,0.9883,0.992,4.6
depth,0.45_1.5,2,d3,0.9768,0.9841,5.81
tune,0.45_1.5,2,lr:0.001|do:0.0|h:64,1.0,1.0,3.27
mcdepth,0.45_1.5,2,mc_d2,1.0,1.0,6.65
tune,0.45_1.5,2,lr:0.001|do:0.0|h:128,1.0,1.0,3.92
tune,0.45_1.5,2,lr:0.01|do:0.0|h:64,1.0,1.0,3.2
tune,0.45_1.5,2,lr:0.001|do:0.5|h:128,1.0,1.0,3.86
mcdepth,0.45_1.5,2,mc_d3,1.0,1.0,9.22
tune,0.45_1.5,2,lr:0.01|do:0.0|h:128,1.0,1.0,3.8
tune,0.45_1.5,2,lr:0.01|do:0.5|h:64,1.0,1.0,3.2
tune,0.45_1.5,2,lr:0.01|do:0.5|h:128,1.0,1.0,3.81
depth,0.45_1.5,3,d2,0.9859,0.992,4.57
depth,0.45_1.5,3,d3,0.9822,0.9893,5.75
tune,0.45_1.5,3,lr:0.001|do:0.0|h:64,1.0,1.0,3.16
mcdepth,0.45_1.5,3,mc_d2,1.0,1.0,6.74
tune,0.45_1.5,3,lr:0.001|do:0.0|h:128,1.0,1.0,3.84
tune,0.45_1.5,3,lr:0.01|do:0.0|h:64,1.0,1.0,3.15
tune,0.45_1.5,3,lr:0.001|do:0.5|h:128,1.0,1.0,3.81
tune,0.45_1.5,3,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.82
mcdepth,0.45_1.5,3,mc_d3,0.9691,0.9814,9.52
tune,0.45_1.5,3,lr:0.01|do:0.5|h:64,1.0,1.0,3.19
tune,0.45_1.5,3,lr:0.01|do:0.5|h:128,1.0,1.0,3.86
depth,0.45_1.5,4,d2,0.9775,0.9867,4.62
tune,0.45_1.5,4,lr:0.001|do:0.0|h:64,1.0,1.0,3.08
depth,0.45_1.5,4,d3,0.9611,0.9761,5.86
mcdepth,0.45_1.5,4,mc_d2,0.9906,0.9947,6.85
tune,0.45_1.5,4,lr:0.001|do:0.0|h:128,1.0,1.0,3.92
tune,0.45_1.5,4,lr:0.01|do:0.0|h:64,1.0,1.0,3.12
tune,0.45_1.5,4,lr:0.001|do:0.5|h:128,1.0,1.0,4.09
mcdepth,0.45_1.5,4,mc_d3,0.9671,0.9814,9.81
tune,0.45_1.5,4,lr:0.01|do:0.5|h:64,0.9953,0.9973,3.27
tune,0.45_1.5,4,lr:0.01|do:0.0|h:128,0.9906,0.9947,3.95
